Input.field_1_1,Input.field_2_1,Input.field_3_1,Input.field_4_1,Input.field_5_1,Input.field_6_1,Input.field_7_1,Input.field_8_1,Input.field_9_1,Input.field_10_1,Input.field_11_1,Input.field_12_1,Input.field_13_1,Input.field_14_1,Input.field_15_1,Input.field_16_1,Input.field_17_1,Input.field_18_1,Input.field_19_1,Input.field_20_1,Input.field_21_1,Input.field_22_1,Input.field_23_1,Input.field_24_1,Input.field_25_1,Input.field_26_1,Input.field_27_1,Input.field_28_1,Input.field_29_1,Input.field_30_1,Input.field_31_1,Input.field_32_1,Input.field_33_1,Input.field_34_1,Input.field_35_1,Input.field_36_1,Input.field_37_1,Input.field_38_1,Input.field_39_1,Input.field_40_1,Answer.Choice1,Answer.Choice10,Answer.Choice11,Answer.Choice12,Answer.Choice13,Answer.Choice14,Answer.Choice15,Answer.Choice16,Answer.Choice17,Answer.Choice18,Answer.Choice19,Answer.Choice2,Answer.Choice20,Answer.Choice21,Answer.Choice22,Answer.Choice23,Answer.Choice24,Answer.Choice25,Answer.Choice26,Answer.Choice27,Answer.Choice28,Answer.Choice29,Answer.Choice3,Answer.Choice30,Answer.Choice31,Answer.Choice32,Answer.Choice33,Answer.Choice34,Answer.Choice35,Answer.Choice36,Answer.Choice37,Answer.Choice38,Answer.Choice39,Answer.Choice4,Answer.Choice40,Answer.Choice5,Answer.Choice6,Answer.Choice7,Answer.Choice8,Answer.Choice9,Answer.ChoiceSample1,Answer.ChoiceSample2
poster-roll-up-IN.mp4,take-keys-out-of-box-TR.mp4,turn-fan-TR.mp4,box-move-IN.mp4,pop-balloon-TR.mp4,take-lid-off-TR.mp4,picture-shift-IN.mp4,string-taughten-IN.mp4,crush-can-TR.mp4,string-relax-IN.mp4,pen-move-IN.mp4,hit-bottle-with-ball-TR.mp4,tower-fall-IN.mp4,light-candle-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,roll-out-TR.mp4,remove-cork-TR.mp4,taughten-string-TR.mp4,tape-measurer-bend-IN.mp4,coat-rack-approach-TR.mp4,break-stick-TR.mp4,move-box-TR.mp4,reorient-pole-TR.mp4,adjust-picture-TR.mp4,hammer-nail-TR.mp4,lid-blow-off-IN.mp4,plug-in-TR.mp4,paper-airplane-land-IN.mp4,ball-drop-no-bounce-IN.mp4,knock-over-tower-TR.mp4,person-bend-over-IN.mp4,car-pass-tower-IN.mp4,walk-backwards-IN.mp4,ball-roll-IN.mp4,book-fall-over-IN.mp4,march-IN.mp4,bread-spin-IN.mp4,paper-drop-IN.mp4,drop-ball-no-bounce-TR.mp4,cards-scatter-IN.mp4,The paper rolled up.,The necklace went from straight to curved.,A marker rolled across the table.,The man knocked over the bottle with the ball.,The blocks fell down.,The man lit the candle.,A ball knocked down the bottle.,The man rolled the object back and forth.,The man took the cork out of the bottle.,The man made the string straight.,The measuring tape fell down.,The man took keys out of the box.,The object moved to the right.,The man broke the stick.,The man moved the box.,The man laid the object down.,The man moved the painting back and forth.,The man hammered the nail.,The top flew off the jar.,The man plugged in the plug.,A paper airplane landed.,AN object fell down.,The man turned the fan.,The man knocked the blocks over.,The man bends down.,A car drives by the blocks.,The man walks backwards.,The ball rolls across the table.,The book falls down.,The man marches.,The object spins.,A piece of paper falls from abve.,The man drops the object.,The box moved to the other side of the table.,Objects fly down from above.,He popped the balloon.,The man took the lid off the jar.,The painting moved back and forth.,The necklace straightened out.,The man crushed the object.,The man caught the ball,The book landed in the box
poster-roll-up-IN.mp4,take-keys-out-of-box-TR.mp4,turn-fan-TR.mp4,box-move-IN.mp4,pop-balloon-TR.mp4,take-lid-off-TR.mp4,picture-shift-IN.mp4,string-taughten-IN.mp4,crush-can-TR.mp4,string-relax-IN.mp4,pen-move-IN.mp4,hit-bottle-with-ball-TR.mp4,tower-fall-IN.mp4,light-candle-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,roll-out-TR.mp4,remove-cork-TR.mp4,taughten-string-TR.mp4,tape-measurer-bend-IN.mp4,coat-rack-approach-TR.mp4,break-stick-TR.mp4,move-box-TR.mp4,reorient-pole-TR.mp4,adjust-picture-TR.mp4,hammer-nail-TR.mp4,lid-blow-off-IN.mp4,plug-in-TR.mp4,paper-airplane-land-IN.mp4,ball-drop-no-bounce-IN.mp4,knock-over-tower-TR.mp4,person-bend-over-IN.mp4,car-pass-tower-IN.mp4,walk-backwards-IN.mp4,ball-roll-IN.mp4,book-fall-over-IN.mp4,march-IN.mp4,bread-spin-IN.mp4,paper-drop-IN.mp4,drop-ball-no-bounce-TR.mp4,cards-scatter-IN.mp4,A poster rolls up.,A necklace is blocking jack from the camera.,A marker slides on the table.,Jack knocks over a bottle with a ball.,Blocks fall over.,Jack lights a candle.,A ball knocks over a bottle.,Jack rolls a tube.,Jack uncorks champaign.,Jack tightens string.,A tape measure bends.,Jack took keys out of the box,A coatrack moves towards jack.,Jack breaks a stick.,Jack slides a box.,Jack lays a tube on its side.,Jack straightens a painting.,Jack hammers a nail,A lid comes off a jar.,Jack plugs in an object.,A paper airplane lands on the desk.,A green object falls on the table.,Jack adjusts the fan.,Jack knocks over blocks.,Jack stretches forward.,A car crosses the table.,Jack walks backwards.,A ball rolls across the table.,A book falls over.,Jack takes high steps.,Bread spins.,A paper falls to the table.,Jack drops a ball.,A box slides across the table,Cards blow onto the table.,Jack pops a balloon.,Jack takes the lid off a jar.,A painting is swinging.,Beads are in front of the camera.,Jack crushes a box.,The man caught the ball,The book landed in the box
poster-roll-up-IN.mp4,take-keys-out-of-box-TR.mp4,turn-fan-TR.mp4,box-move-IN.mp4,pop-balloon-TR.mp4,take-lid-off-TR.mp4,picture-shift-IN.mp4,string-taughten-IN.mp4,crush-can-TR.mp4,string-relax-IN.mp4,pen-move-IN.mp4,hit-bottle-with-ball-TR.mp4,tower-fall-IN.mp4,light-candle-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,roll-out-TR.mp4,remove-cork-TR.mp4,taughten-string-TR.mp4,tape-measurer-bend-IN.mp4,coat-rack-approach-TR.mp4,break-stick-TR.mp4,move-box-TR.mp4,reorient-pole-TR.mp4,adjust-picture-TR.mp4,hammer-nail-TR.mp4,lid-blow-off-IN.mp4,plug-in-TR.mp4,paper-airplane-land-IN.mp4,ball-drop-no-bounce-IN.mp4,knock-over-tower-TR.mp4,person-bend-over-IN.mp4,car-pass-tower-IN.mp4,walk-backwards-IN.mp4,ball-roll-IN.mp4,book-fall-over-IN.mp4,march-IN.mp4,bread-spin-IN.mp4,paper-drop-IN.mp4,drop-ball-no-bounce-TR.mp4,cards-scatter-IN.mp4,The poster rolled over.,The necklace got folded.,The pen moved across the table.,The man knocked the bottle with a balloon.,The miniature chair collapsed on the table.,The man lit the candle.,The ball hit the bottle across the room.,The man rolled the poster on the table.,The man uncorked the bottle.,The man straightened the string.,The tape measure collapsed.,The man took the keys out of the box.,The coat hanger moved across the table.,The man broke the twig.,The man moved the box across the table.,The man placed the poster on the table.,The man kept moving the portrait.,The man hammered a nail on the board.,The top went off the jar.,The man plugged in the outlet.,The airplane hit the surface of the table.,The green ball dropped on the table.,The man turned the fan.,The man knocked the model chair over.,The man bended all the way.,The car went across the table.,The man walked backwards towards the board.,The ball moved across the table.,The book fell in front of the man.,The man marched away from the board.,The onion rolled in front of the man.,The paper dropped in front of the man.,The man dropped the green ball.,The box moved across the table.,The cards flew across the table.,The man popped the balloon.,The man opened the Jar.,The portrait became loose.,The necklace unfolded in front of the man.,The man crushed the cardboard.,The man caught the ball,The book landed in the box
poster-roll-up-IN.mp4,take-keys-out-of-box-TR.mp4,turn-fan-TR.mp4,box-move-IN.mp4,pop-balloon-TR.mp4,take-lid-off-TR.mp4,picture-shift-IN.mp4,string-taughten-IN.mp4,crush-can-TR.mp4,string-relax-IN.mp4,pen-move-IN.mp4,hit-bottle-with-ball-TR.mp4,tower-fall-IN.mp4,light-candle-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,roll-out-TR.mp4,remove-cork-TR.mp4,taughten-string-TR.mp4,tape-measurer-bend-IN.mp4,coat-rack-approach-TR.mp4,break-stick-TR.mp4,move-box-TR.mp4,reorient-pole-TR.mp4,adjust-picture-TR.mp4,hammer-nail-TR.mp4,lid-blow-off-IN.mp4,plug-in-TR.mp4,paper-airplane-land-IN.mp4,ball-drop-no-bounce-IN.mp4,knock-over-tower-TR.mp4,person-bend-over-IN.mp4,car-pass-tower-IN.mp4,walk-backwards-IN.mp4,ball-roll-IN.mp4,book-fall-over-IN.mp4,march-IN.mp4,bread-spin-IN.mp4,paper-drop-IN.mp4,drop-ball-no-bounce-TR.mp4,cards-scatter-IN.mp4,The paper rolled up.,The beads were pulled upwards.,The marker moved across the table.,The man knocks over a bottle with a ball.,A toy chair falls apart.,The man lights a candle.,A ball knocks over the bottle.,The man rolls a poster.,The man uncorks a bottle of wine.,The pulls pulls a string tight.,Measuring tape falls over.,The man pulled keys out of a box.,The coat rock moves towards the man.,The man breaks a stick.,The man moves a box across the table.,The man puts a rolled poster down on the table.,The man moves a painting left and right.,The man hammers a nail into a piece of wood.,The foil cover flies off a jar.,A man plugs in a charger.,A paper airplane flies onto the table.,A toy grenade falls onto the table.,The man turned the fan.,The man knows over a toy chair.,The man bends over so his head is by his knees.,A toy car drives across the table.,A man walks backward into the frame.,A ball rolls across the table.,A book falls over.,A man walks by lifting his knees up to his waist.,A piece of bread spins on the table.,A piece of paper falls from the sky onto the table.,A man drops a green toy onto the table.,The box moved across the table by itself.,Several playing cards fly onto the table.,The man popped the balloon.,The man opened the jar.,The picture swung back and forth on the wall.,Beads were stretched outward in the foreground.,The man crushed a carton with his hands.,The man caught the ball,The book landed in the box
poster-roll-up-IN.mp4,take-keys-out-of-box-TR.mp4,turn-fan-TR.mp4,box-move-IN.mp4,pop-balloon-TR.mp4,take-lid-off-TR.mp4,picture-shift-IN.mp4,string-taughten-IN.mp4,crush-can-TR.mp4,string-relax-IN.mp4,pen-move-IN.mp4,hit-bottle-with-ball-TR.mp4,tower-fall-IN.mp4,light-candle-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,roll-out-TR.mp4,remove-cork-TR.mp4,taughten-string-TR.mp4,tape-measurer-bend-IN.mp4,coat-rack-approach-TR.mp4,break-stick-TR.mp4,move-box-TR.mp4,reorient-pole-TR.mp4,adjust-picture-TR.mp4,hammer-nail-TR.mp4,lid-blow-off-IN.mp4,plug-in-TR.mp4,paper-airplane-land-IN.mp4,ball-drop-no-bounce-IN.mp4,knock-over-tower-TR.mp4,person-bend-over-IN.mp4,car-pass-tower-IN.mp4,walk-backwards-IN.mp4,ball-roll-IN.mp4,book-fall-over-IN.mp4,march-IN.mp4,bread-spin-IN.mp4,paper-drop-IN.mp4,drop-ball-no-bounce-TR.mp4,cards-scatter-IN.mp4,The paper rolled up.,Two ends of a purple beaded rope are pulled up and slightly closer together.,A pen slides across the table.,The man hits over a water ball using a orange ball he is holding in his hand.,A small chair falls apart.,The man lights a candle.,The water bottle is knocked over by an orange ball being thrown at it.,The man rolls a large cylinder on the table.,The man pulls a cork out of a wine bottle.,The man pulls a white string taut.,A ruler falls over from its upright position.,The man picked up keys out of the box.,A jacket rack slides closer to the man.,The man breaks a stick.,The man moves a box.,"The man shifts the cylinder from its vertical position, so it's horizontal on the table.","The man moves the painting back and forth,",The man hammers a nail.,The plastic covering on a jar of food flies off.,The man plugs a cable into an outlet.,A paper plane flies in front of the man.,A ball drops in front of the man.,The man turned the fan.,The man knocks over the small chair.,The man bends over so his head is in front of his knees.,A toy car drives in front of the tiny chair.,The man walks backwards diagonally.,An orange ball rolls across the table.,"A book standing up, falls over.","The man marches diagonally,",A piece of bread spins to a stop.,"A piece of paper falls in front of the man,",The man drops the ball.,The box slid from the right to left.,Paper is blown in front of the man.,The man popped the orange balloon.,The man opened the jar.,The painting swung from where it is hanging.,A purple beaded rope was pulled taut.,The man crushes a juice carton in his hands.,The man caught the ball,The book landed in the box
cards-scatter-IN.mp4,drop-ball-no-bounce-TR.mp4,paper-drop-IN.mp4,bread-spin-IN.mp4,march-IN.mp4,book-fall-over-IN.mp4,ball-roll-IN.mp4,walk-backwards-IN.mp4,car-pass-tower-IN.mp4,person-bend-over-IN.mp4,knock-over-tower-TR.mp4,ball-drop-no-bounce-IN.mp4,paper-airplane-land-IN.mp4,plug-in-TR.mp4,lid-blow-off-IN.mp4,hammer-nail-TR.mp4,adjust-picture-TR.mp4,reorient-pole-TR.mp4,move-box-TR.mp4,break-stick-TR.mp4,coat-rack-approach-TR.mp4,tape-measurer-bend-IN.mp4,taughten-string-TR.mp4,remove-cork-TR.mp4,roll-out-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,light-candle-TR.mp4,tower-fall-IN.mp4,hit-bottle-with-ball-TR.mp4,pen-move-IN.mp4,string-relax-IN.mp4,crush-can-TR.mp4,string-taughten-IN.mp4,picture-shift-IN.mp4,take-lid-off-TR.mp4,pop-balloon-TR.mp4,box-move-IN.mp4,turn-fan-TR.mp4,take-keys-out-of-box-TR.mp4,poster-roll-up-IN.mp4,Cards were flipped in front of a man.,The man bowed.,The man knocked the blocks over.,The ball was thrown on the table.,A paper airplane flew in front of the man.,The man plugged a charger in.,The lid blew off the jar in front of the man.,The man hammered a nail in a block.,The man tilted the painting back and forth.,The man flipped the tube over.,The man slid the amazon prime box.,The man dropped a soft ball.,The man snapped the twig in half.,The beam slid closer to the man sitting.,The tape measure fell over in front of the man.,The man tightened the yarn taught.,The man opened the bottle of Chardonnay.,The man rolled the tube back and forth.,The ball hit the bottle and knocked it over.,The man lit a candle.,The blocks fell down in front of the man.,The man knocked the bottle over with a ball.,A paper drifted in front of the man.,The sitting man winked at the camera.,The beads dangled in front of the camera where the man sat.,The man crushed the cards in his hands.,The necklace was pulled tight while the man watched.,The painting rocked back and forth next to the man.,The man removed the lid from the jar.,The man popped a balloon.,The box moved across the table on its own in front of the man.,The man re-positioned the fan.,The man removed the keys from the box.,The bread spun in front of the man.,The photos rolled back up on the table.,The man marched accross the room.,The book fell over in front of the man.,A ball rolled across the table in front of the man.,The man walked backwards in front of the curtain.,A toy car drove across the table.,The man caught the ball,The book landed in the box
cards-scatter-IN.mp4,drop-ball-no-bounce-TR.mp4,paper-drop-IN.mp4,bread-spin-IN.mp4,march-IN.mp4,book-fall-over-IN.mp4,ball-roll-IN.mp4,walk-backwards-IN.mp4,car-pass-tower-IN.mp4,person-bend-over-IN.mp4,knock-over-tower-TR.mp4,ball-drop-no-bounce-IN.mp4,paper-airplane-land-IN.mp4,plug-in-TR.mp4,lid-blow-off-IN.mp4,hammer-nail-TR.mp4,adjust-picture-TR.mp4,reorient-pole-TR.mp4,move-box-TR.mp4,break-stick-TR.mp4,coat-rack-approach-TR.mp4,tape-measurer-bend-IN.mp4,taughten-string-TR.mp4,remove-cork-TR.mp4,roll-out-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,light-candle-TR.mp4,tower-fall-IN.mp4,hit-bottle-with-ball-TR.mp4,pen-move-IN.mp4,string-relax-IN.mp4,crush-can-TR.mp4,string-taughten-IN.mp4,picture-shift-IN.mp4,take-lid-off-TR.mp4,pop-balloon-TR.mp4,box-move-IN.mp4,turn-fan-TR.mp4,take-keys-out-of-box-TR.mp4,poster-roll-up-IN.mp4,The papers blew at the man.,the man bowed,the man broke the tower,the ball fell on the yellow paper,the plane landed on the table,the man plugged in,the lid came off.,the man pretended to use a hammer,the man rotated the painting,the man held the poster,the man moved the box,the man dropped the ball,the man broke the stick,the coat rack moved,the paper fell over,the man held the twine,the alcoholic opened the wine in school,the man rolled the poster,the ball hit the bottle,the man litt the candle,the tower fell over,the man hit the bottle with the ball.,the paper fell down in front of the man.,the marker rolled away,the necklace bent,the man crumpled the paper,the necklace bent,the painting rotated,the man opened the mayonaisse,"the man popped the balloon, and then broke character.",the box moved,the man turned the fan.,the man took the keys out of the box,the bread spun on the table,the paper rolled up,the boy marched awkwardly,the book fell over,the ball rolled,the man wlaked backwards,the car drove by the tower,The man caught the ball,The book landed in the box
cards-scatter-IN.mp4,drop-ball-no-bounce-TR.mp4,paper-drop-IN.mp4,bread-spin-IN.mp4,march-IN.mp4,book-fall-over-IN.mp4,ball-roll-IN.mp4,walk-backwards-IN.mp4,car-pass-tower-IN.mp4,person-bend-over-IN.mp4,knock-over-tower-TR.mp4,ball-drop-no-bounce-IN.mp4,paper-airplane-land-IN.mp4,plug-in-TR.mp4,lid-blow-off-IN.mp4,hammer-nail-TR.mp4,adjust-picture-TR.mp4,reorient-pole-TR.mp4,move-box-TR.mp4,break-stick-TR.mp4,coat-rack-approach-TR.mp4,tape-measurer-bend-IN.mp4,taughten-string-TR.mp4,remove-cork-TR.mp4,roll-out-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,light-candle-TR.mp4,tower-fall-IN.mp4,hit-bottle-with-ball-TR.mp4,pen-move-IN.mp4,string-relax-IN.mp4,crush-can-TR.mp4,string-taughten-IN.mp4,picture-shift-IN.mp4,take-lid-off-TR.mp4,pop-balloon-TR.mp4,box-move-IN.mp4,turn-fan-TR.mp4,take-keys-out-of-box-TR.mp4,poster-roll-up-IN.mp4,Paper flew in front of the man.,A man bowed.,A man knocked over blocks.,An object fell.,A paper airplane flew.,A man plugged in a plug.,A top flew off a jar.,A man hammered a nail.,A man turned a picture.,A man set down a tube.,A man shifted a box on a table.,The man dropped an object.,A man broke a stick.,A coat rack moved.,An object fell.,A man pulled yarn.,A man opened a bottle.,A man rolled a tube.,A ball knocked over a bottle.,A man lit a candle.,Some blocks fell over.,A man knocked over a bottle with a ball.,A piece of paper fell.,A pen rolled across a table.,An object was curved up/,A man crushed a can.,An object was straightened.,A picture swung.,A man opened a jar.,A man popped a balloon.,A box moved across a table.,A man turned a fan.,A man took keys out of a box.,A piece of bread spun.,A poster rolled up.,A man marched.,The book fell.,A ball rolled across a table.,A man walked backwards.,A car drove across a table.,The man caught the ball,The book landed in the box
cards-scatter-IN.mp4,drop-ball-no-bounce-TR.mp4,paper-drop-IN.mp4,bread-spin-IN.mp4,march-IN.mp4,book-fall-over-IN.mp4,ball-roll-IN.mp4,walk-backwards-IN.mp4,car-pass-tower-IN.mp4,person-bend-over-IN.mp4,knock-over-tower-TR.mp4,ball-drop-no-bounce-IN.mp4,paper-airplane-land-IN.mp4,plug-in-TR.mp4,lid-blow-off-IN.mp4,hammer-nail-TR.mp4,adjust-picture-TR.mp4,reorient-pole-TR.mp4,move-box-TR.mp4,break-stick-TR.mp4,coat-rack-approach-TR.mp4,tape-measurer-bend-IN.mp4,taughten-string-TR.mp4,remove-cork-TR.mp4,roll-out-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,light-candle-TR.mp4,tower-fall-IN.mp4,hit-bottle-with-ball-TR.mp4,pen-move-IN.mp4,string-relax-IN.mp4,crush-can-TR.mp4,string-taughten-IN.mp4,picture-shift-IN.mp4,take-lid-off-TR.mp4,pop-balloon-TR.mp4,box-move-IN.mp4,turn-fan-TR.mp4,take-keys-out-of-box-TR.mp4,poster-roll-up-IN.mp4,Cards were thrown.,The man bent over.,The man knocked the tower over.,The ball was dropped.,The paper airplane flew by.,The man plugged the cord in.,The lid blew off.,The man hammered the nail.,The man turned the picture.,The man put the tube down.,The man moved the box.,The man dropepd the ball,The man broke the stick.,The coat rack moved.,The measuring tape fell down.,The man pulled the string tight.,The man removed the cork.,The man rolled the tube.,The ball hit the water bottle.,The man lit the candle.,The tower fell over.,The man hit the water bottle with the ball.,The paper fell.,The marker moved.,The necklace was folded.,The man crushed the can.,The necklace was unfolded.,The picture is swinging.,The man removed the lid.,The man popped the balloon.,The box moved.,The man turned the fan.,The man took the keys out of the box.,The wedge was spun.,The poster rolled up.,The man is marching.,The book fell over,The ball was rolled.,The man walked backwards.,The toy car rolled by.,The man caught the ball,The book landed in the box
cards-scatter-IN.mp4,drop-ball-no-bounce-TR.mp4,paper-drop-IN.mp4,bread-spin-IN.mp4,march-IN.mp4,book-fall-over-IN.mp4,ball-roll-IN.mp4,walk-backwards-IN.mp4,car-pass-tower-IN.mp4,person-bend-over-IN.mp4,knock-over-tower-TR.mp4,ball-drop-no-bounce-IN.mp4,paper-airplane-land-IN.mp4,plug-in-TR.mp4,lid-blow-off-IN.mp4,hammer-nail-TR.mp4,adjust-picture-TR.mp4,reorient-pole-TR.mp4,move-box-TR.mp4,break-stick-TR.mp4,coat-rack-approach-TR.mp4,tape-measurer-bend-IN.mp4,taughten-string-TR.mp4,remove-cork-TR.mp4,roll-out-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,light-candle-TR.mp4,tower-fall-IN.mp4,hit-bottle-with-ball-TR.mp4,pen-move-IN.mp4,string-relax-IN.mp4,crush-can-TR.mp4,string-taughten-IN.mp4,picture-shift-IN.mp4,take-lid-off-TR.mp4,pop-balloon-TR.mp4,box-move-IN.mp4,turn-fan-TR.mp4,take-keys-out-of-box-TR.mp4,poster-roll-up-IN.mp4,The papers flew across Jack's face.,Jack bends over slowly from the waist.,Jack knocks over the blocks.,The green object falls down from above.,The paper airplane sails across the room.,Jack plugs in the power cord.,The lid blows off the jar.,Jack pounds a nail into the board with a hammer.,Jack tilts the painting back and forth.,Jack turns the object and sets it down.,Jack slides the box across the table.,Jack dropped the green object.,Jack breaks the stick in two.,The coat rack slides towards Jack.,The object falls over onto the table.,The man straightens the string.,The man opens the bottle of wine.,The man rolls the object back and forth.,The ball strikes the object and knocks it over.,Jack lights the candle.,The blocks fell down.,Jack knocks the bottle over with the orange ball.,A piece of paper falls down from over Jack's head.,Jack blinks his eyes.,Mardi Gras beads hang in front of the man.,The man crushes the object.,Someone straightens the Mardi Gras beads.,The painting is swinging back and forth.,The man opens the jar.,The man pops the balloon.,The box slides across the table.,The man turns the fan.,The man takes the keys out of the box.,A piece of bread is spinning on the table.,The poster rolls itself into a cylinder.,Jack is marching slowly across the room.,The orange book falls over.,The orange ball rolls past Jack.,Jack walks backwards across the room,A toy car rolls by.,The man caught the ball,The book landed in the box
cards-scatter-IN.mp4,drop-ball-no-bounce-TR.mp4,paper-drop-IN.mp4,bread-spin-IN.mp4,march-IN.mp4,book-fall-over-IN.mp4,ball-roll-IN.mp4,walk-backwards-IN.mp4,car-pass-tower-IN.mp4,person-bend-over-IN.mp4,knock-over-tower-TR.mp4,ball-drop-no-bounce-IN.mp4,paper-airplane-land-IN.mp4,plug-in-TR.mp4,lid-blow-off-IN.mp4,hammer-nail-TR.mp4,adjust-picture-TR.mp4,reorient-pole-TR.mp4,move-box-TR.mp4,break-stick-TR.mp4,coat-rack-approach-TR.mp4,tape-measurer-bend-IN.mp4,taughten-string-TR.mp4,remove-cork-TR.mp4,roll-out-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,light-candle-TR.mp4,tower-fall-IN.mp4,hit-bottle-with-ball-TR.mp4,pen-move-IN.mp4,string-relax-IN.mp4,crush-can-TR.mp4,string-taughten-IN.mp4,picture-shift-IN.mp4,take-lid-off-TR.mp4,pop-balloon-TR.mp4,box-move-IN.mp4,turn-fan-TR.mp4,take-keys-out-of-box-TR.mp4,poster-roll-up-IN.mp4,Cards flipped through the air.,The man bent over.,The man knocked down the blocks.,A squishy ball fell onto the table.,A paper airplane landed on the table.,The man plugged a cord into an outlet.,The lid blew off of the jar.,The man is hammering a nail into a book.,The man is tilting a painting.,The man rotated a rolled up poster.,The man moved the box.,The man dropped a squishy ball.,The man broke a stick.,The coat stand moved closer to the man.,The measuring tape fell over.,The man stretched the string.,The man uncorked the wine.,The man rolled the tube on the table.,A ball knocked over the bottle.,The man lit a candle.,The building blocks fell.,The man knocked the bottle over with a ball.,A page slowly fell onto the table.,The marker slid across the table.,The beaded string was curled upwards.,The man crushed the can.,The beaded string was stretched out.,The painting swats back and forth.,The man removed the cap from a jar.,The man popped a balloon.,The box slid across the table.,The man rotated the fan.,The man removed keys from the box.,A chunk of bread is spinning.,The poster rolled up.,The man is marching.,The book fell.,The ball rolled across the table.,The man walked backwards.,A toy car rolled across the table.,The man caught the ball,The book landed in the box
cards-scatter-IN.mp4,drop-ball-no-bounce-TR.mp4,paper-drop-IN.mp4,bread-spin-IN.mp4,march-IN.mp4,book-fall-over-IN.mp4,ball-roll-IN.mp4,walk-backwards-IN.mp4,car-pass-tower-IN.mp4,person-bend-over-IN.mp4,knock-over-tower-TR.mp4,ball-drop-no-bounce-IN.mp4,paper-airplane-land-IN.mp4,plug-in-TR.mp4,lid-blow-off-IN.mp4,hammer-nail-TR.mp4,adjust-picture-TR.mp4,reorient-pole-TR.mp4,move-box-TR.mp4,break-stick-TR.mp4,coat-rack-approach-TR.mp4,tape-measurer-bend-IN.mp4,taughten-string-TR.mp4,remove-cork-TR.mp4,roll-out-TR.mp4,ball-hit-waterbottle-IN-TR.mp4,light-candle-TR.mp4,tower-fall-IN.mp4,hit-bottle-with-ball-TR.mp4,pen-move-IN.mp4,string-relax-IN.mp4,crush-can-TR.mp4,string-taughten-IN.mp4,picture-shift-IN.mp4,take-lid-off-TR.mp4,pop-balloon-TR.mp4,box-move-IN.mp4,turn-fan-TR.mp4,take-keys-out-of-box-TR.mp4,poster-roll-up-IN.mp4,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},The man caught the ball,The book landed in the box
